Abbeville,27455,50.12N,1.83E
Acheres,26482,48.97N,2.06E
Agde,25072,43.33N,3.46E
Agen,35956,44.20N,0.62E
Aire-sur-la-Lys,10725,50.64N,2.39E
Aix-en-Provence,157102,43.53N,5.44E
Aix-les-Bains,28928,45.70N,5.90E
Ajaccio,54650,41.93N,8.73E
Albert,10803,50.00N,2.65E
Albertville,19860,45.68N,6.38E
Albi,55147,43.93N,2.15E
Alencon,30899,48.44N,0.09E
Ales,42745,44.13N,4.08E
Alfortville,38656,48.81N,2.42E
Allauch,23853,43.34N,5.48E
Allonnes,11701,47.97N,0.14E
Ambares-et-Lagrave,13928,44.92N,0.49W
Amberieu-en-Bugey,14458,45.97N,5.33E
Amboise,13385,47.41N,0.98E
Amiens,147021,49.90N,2.30E
Amilly,13957,47.97N,2.78E
Amneville,10851,49.26N,6.14E
Andernos-les-Bains,11071,44.73N,1.10W
Andresy,13392,48.99N,2.07E
Andrezieux-Boutheon,9532,45.53N,4.26E
Angers,181863,47.48N,0.54W
Anglet,43838,43.49N,1.51W
Angouleme,52429,45.66N,0.15E
Aniche,10278,50.33N,3.25E
Annecy,47229,45.91N,6.12E
Annecy-le-Vieux,23212,45.92N,6.15E
Annemasse,28667,46.20N,6.22E
Annoeullin,11206,50.53N,2.94E
Annonay,18521,45.24N,4.66E
Antibes,79676,43.60N,7.12E
Antony,60266,48.76N,2.30E
Anzin,14600,50.37N,3.49E
Apt,11793,43.88N,5.39E
Arcachon,12584,44.66N,1.18W
Arcueil,16817,48.80N,2.32E
Argeles-sur-Mer,10715,42.55N,3.02E
Argentan,18783,48.75N,0.03W
Argenteuil,107857,48.94N,2.24E
Arles,54518,43.69N,4.63E
Armentieres,27193,50.69N,2.88E
Arnouville-les-Gonesse,13306,48.99N,2.41E
Arpajon,10469,48.58N,2.25E
Arques,9620,50.73N,2.28E
Arras,50196,50.29N,2.78E
Asnieres-sur-Seine,97040,48.91N,2.29E
Athis-Mons,32777,48.71N,2.38E
Aubagne,46767,43.29N,5.56E
Aubenas,13993,44.63N,4.36E
Aubergenville,12293,48.97N,1.85E
Aubervilliers,77808,48.92N,2.39E
Aubiere,11878,45.76N,3.11E
Auch,25261,43.65N,0.58E
Auchel,11312,50.50N,2.48E
Audincourt,15405,47.49N,6.83E
Aulnay-sous-Bois,81717,48.96N,2.49E
Auray,13324,47.68N,3.01W
Aurillac,36350,44.92N,2.43E
Auriol,10262,43.38N,5.63E
Autun,18381,46.96N,4.29E
Auxerre,42389,47.81N,3.56E
Avignon,90426,43.96N,4.81E
Avion,18484,50.40N,2.83E
Avon,15793,48.41N,2.72E
Avrille,14323,47.51N,0.58W
Bagneux,40806,48.79N,2.30E
Bagnolet,34678,48.86N,2.41E
Bagnols-sur-Ceze,20209,44.17N,4.62E
Bailleul,15277,50.74N,2.74E
Balma,18507,43.61N,1.50E
Barentin,13599,49.55N,0.95E
Bar-le-Duc,19007,48.78N,5.17E
Bastia,43340,42.71N,9.46E
Bayeux,16319,49.28N,0.70W
Bayonne,46233,43.50N,1.48W
Beaucaire,15208,43.82N,4.64E
Beauchamp,10118,49.02N,2.20E
Beauchamps,9540,49.01N,2.20E
Beaumont,13513,45.76N,3.08E
Beaumont-sur-Oise,9565,49.13N,2.28E
Beaune,25162,47.03N,4.83E
Beausoleil,13924,43.75N,7.41E
Beauvais,50914,49.43N,2.09E
Begles,23951,44.80N,0.54W
Behren-les-Forbach,10229,49.17N,6.95E
Belfort,56430,47.65N,6.85E
Bellegarde-sur-Valserine,11970,46.12N,5.82E
Belley,9738,45.77N,5.68E
Berck,16245,50.41N,1.57E
Bergerac,28982,44.86N,0.48E
Bernay,12983,49.10N,0.60E
Berre-l'Etang,14733,43.49N,5.17E
Berre-l'Etang,14543,43.47N,5.18E
Besancon,134159,47.24N,6.02E
Bethune,34394,50.53N,2.64E
Betton,10079,48.18N,1.65W
Beziers,74819,43.35N,3.21E
Bezons,28952,48.93N,2.20E
Biarritz,35035,43.48N,1.55W
Billere,15888,43.31N,0.41W
Biscarrosse,11406,44.40N,1.17W
Bischheim,17717,48.61N,7.75E
Bischwiller,12713,48.77N,7.85E
Blagnac,27472,43.63N,1.39E
Blanquefort,18246,44.94N,0.63W
Blois,55501,47.59N,1.32E
Bobigny,46218,48.91N,2.44E
Bois-Colombes,24881,48.92N,2.27E
Bois-d'Arcy,12114,48.81N,2.02E
Bois-Guillaume,15053,49.47N,1.12E
Boissy-Saint-Leger,16553,48.75N,2.51E
Bolbec,13308,49.57N,0.48E
Bollene,15172,44.29N,4.74E
Bondoufle,10163,48.62N,2.38E
Bondues,11665,50.71N,3.10E
Bondy,50062,48.91N,2.47E
Bonneuil,21351,48.77N,2.48E
Bonneville,12447,46.09N,6.40E
Bordeaux,241724,44.84N,0.58W
Bouc-Bel-Air,13974,43.45N,5.42E
Bougival,9359,48.87N,2.13E
Bouguenais,17819,47.18N,1.62W
Boulogne-Billancourt,111743,48.83N,2.24E
Boulogne-sur-Mer,48277,50.72N,1.60E
Bourg-de-Peage,10359,45.03N,5.05E
Bourg-en-Bresse,47229,46.21N,5.21E
Bourges,62444,47.08N,2.39E
Bourg-la-Reine,19482,48.78N,2.30E
Bourg-les-Valence,20461,44.96N,4.88E
Bourgoin-Jallieu,25830,45.60N,5.27E
Bressuire,22057,46.85N,0.50W
Brest,138747,48.39N,4.50W
Bretigny-sur-Orge,26770,48.62N,2.30E
Briancon,11913,44.91N,6.62E
Brie-Comte-Robert,18149,48.70N,2.60E
Brignais,13445,45.68N,4.75E
Brignoles,16769,43.42N,6.06E
Brive-la-Gaillarde,56231,45.16N,1.51E
Bron,37489,45.74N,4.91E
Bruay-la-Brussiere,24371,50.49N,2.53E
Bruay-sur-l'Escaut,12288,50.39N,3.53E
Bruges,14391,44.89N,0.62W
Brumath,9790,48.73N,7.72E
Brunoy,24583,48.71N,2.49E
Bruz,15678,48.03N,1.75W
Bry-sur-Marne,17557,48.84N,2.50E
Bully-les-Mines,11802,50.44N,2.72E
Bures-sur-Yvette,11109,48.70N,2.17E
Bussy-Saint-Georges,10953,48.85N,2.71E
Buxerolles,9956,46.62N,0.48E
Cabestany,9565,42.68N,2.93E
Cachan,28048,48.78N,2.32E
Caen,105785,49.19N,0.36W
Cagnes-sur-Mer,49764,43.68N,7.13E
Cahors,24963,44.46N,1.44E
Calais,71756,50.95N,1.86E
Caluire-et-Cuire,43573,45.80N,4.83E
Cambrai,37779,50.17N,3.23E
Canet-en-Roussillon,11713,42.70N,3.03E
Cannes,70891,43.56N,7.02E
Canteleu,15521,49.45N,1.03E
Carcassonne,51677,43.22N,2.34E
Carmaux,10357,44.05N,2.16E
Carpentras,32223,44.07N,5.04E
Carquefou,20651,47.30N,1.50W
Carqueiranne,9814,43.08N,6.08E
Carrieres-sous-Poissy,17586,48.95N,2.03E
Carrieres-sur-Seine,13659,48.92N,2.19E
Carros,11071,43.80N,7.18E
Carvin,19128,50.49N,2.95E
Castanet-Tolosan,12598,43.52N,1.50E
Castelginest,9490,43.70N,1.43E
Castelnaudary,12924,43.32N,1.95E
Castelnau-le-Lez,21132,43.64N,3.89E
Castelsarassin,14147,44.04N,1.10E
Castres,48697,43.61N,2.23E
Caudebec-les-Elbeuf,10104,49.28N,1.04E
Caudry,13985,50.13N,3.40E
Cavaillon,28372,43.85N,5.03E
Cenon,22881,44.85N,0.53W
Cergy,56916,49.04N,2.07E
Cernay,11343,47.81N,7.17E
Cesson-Sevigne,20749,48.12N,1.62W
Cestas,18589,44.75N,0.69W
Chalette-sur-Loing,14234,48.02N,2.73E
Challans,21314,46.85N,1.88W
Chalons-en-Champagne,53071,48.97N,4.36E
Chalon-sur-Saone,43037,46.79N,4.84E
Chamalieres,21565,45.78N,3.06E
Chambery,65067,45.58N,5.91E
